P01,Province 1,D01,01 TAPLEJUNG,LB002,D01 Athrai Tribeni Rural Municipality,100201,D01-Athrai Tribeni 01,43656,15651,NIGHURADIN HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB002,D01 Athrai Tribeni Rural Municipality,100202,D01-Athrai Tribeni 02,43630,15624,CHOKPUR HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB002,D01 Athrai Tribeni Rural Municipality,100202,D01-Athrai Tribeni 02,43662,15657,PHULBARI HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB002,D01 Athrai Tribeni Rural Municipality,100203,D01-Athrai Tribeni 03,43637,15632,HANGPANG HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB002,D01 Athrai Tribeni Rural Municipality,100203,D01-Athrai Tribeni 03,43638,15633,HANGPANG MEHELE HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB002,D01 Athrai Tribeni Rural Municipality,100204,D01-Athrai Tribeni 04,43629,15623,CHANGE HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB002,D01 Athrai Tribeni Rural Municipality,100204,D01-Athrai Tribeni 04,43672,15667,SOBUWA HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB004,D01 Faktanglung Rural Municipality,100401,D01-Faktanglung 01,43669,15664,SAWADIN HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB004,D01 Faktanglung Rural Municipality,100402,D01-Faktanglung 02,43641,15636,KHEJENIM HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB004,D01 Faktanglung Rural Municipality,100402,D01-Faktanglung 02,43645,15640,LIMKHIM HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB004,D01 Faktanglung Rural Municipality,100404,D01-Faktanglung 04,524694,,"Community Health Unit, Sansabu, Taplejung",COMMUNITY HEALTH UNIT,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB004,D01 Faktanglung Rural Municipality,100404,D01-Faktanglung 04,43635,15630,EKHABU HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB004,D01 Faktanglung Rural Municipality,100405,D01-Faktanglung 05,43675,15669,TAPETHOK HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB004,D01 Faktanglung Rural Municipality,100406,D01-Faktanglung 06,524752,,"Community Health Unit, Ghunsa, Taplejung",COMMUNITY HEALTH UNIT,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB004,D01 Faktanglung Rural Municipality,100406,D01-Faktanglung 06,43648,15643,LUNGTHUNG HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB004,D01 Faktanglung Rural Municipality,100407,D01-Faktanglung 07,43657,15652,OLANGCHUNGGOLA HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB001,D01 Fungling Municipality,100108,D01-Fungling 08,43633,15628,DOKHU HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,URBAN,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB001,D01 Fungling Municipality,100109,D01-Fungling 09,524699,,"Community Health Unit, Suketar, Taplejung",COMMUNITY HEALTH UNIT,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB001,D01 Fungling Municipality,100109,D01-Fungling 09,43636,15631,HANGDEVA HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB001,D01 Fungling Municipality,100110,D01-Fungling 10,43663,15658,PHURUMBU HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB001,D01 Fungling Municipality,100111,D01-Fungling 11,43661,15656,PHAWAKHOLA HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB007,D01 Maiwakhola Rural Municipality,100701,D01-Maiwakhola 01,43643,15638,KHOKLING HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB007,D01 Maiwakhola Rural Municipality,100702,D01-Maiwakhola 02,524721,,"Community Health Unit, Tembe, Taplejung",COMMUNITY HEALTH UNIT,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB007,D01 Maiwakhola Rural Municipality,100702,D01-Maiwakhola 02,49299,15625,DHUNGESAGHU PHC_TAPLEJUNG,PRIMARY HEALTH CENTRE,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB007,D01 Maiwakhola Rural Municipality,100703,D01-Maiwakhola 03,43666,15661,SANGHU HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB007,D01 Maiwakhola Rural Municipality,100704,D01-Maiwakhola 04,43668,15663,SANWA HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB007,D01 Maiwakhola Rural Municipality,100705,D01-Maiwakhola 05,524710,,"Community Health Unit, Simbuk, Taplejung",COMMUNITY HEALTH UNIT,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
P01,Province 1,D01,01 TAPLEJUNG,LB007,D01 Maiwakhola Rural Municipality,100705,D01-Maiwakhola 05,43660,15655,PHAKUMBA HP_TAPLEJUNG,HEALTH POST,MINISTRY OF HEALTH,RURAL,MOUNTAIN,PUBLIC
